Lead_ID,Company_Name,Region,Product_Category,Units_Ordered,Unit_Price,Lead_Source,Lead_Date,Follow_Up_Date,Sales_Stage,Salesperson_ID,Customer_Type,Is_Converted,Conversion_Time_Days,Total_Revenue,Days_to_follow_up,Lead_Month,Business_Type,Years_In_Operation,Region_India,Employees_Count,Annual_Vehicle_Fleet,Uses_Digital_Inventory,Preferred_Contact_Channel,Decision_Maker_Level,Current_Supplier_Type,Monthly_Spend_Parts_INR,Top_Product_Category,Average_Order_Frequency,Delivery_Speed_Importance,Quality_Certification_Priority,Key_Pain_Point,Open_To_Private_Label,Sustainability_Interest,Payment_Terms_Preference,Willing_To_Trial_NewVendor,Trial_Quantity_Units,Max_Discount_Required_Percent,Expected_Monthly_Spend_NewVendor_INR,Lead_Source_Survey,CRM_Engagement_Score
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,"Stanton, Reid and Terry",North,Transmission,25.0,327.81,Trade Fair,2024-01-05,2024-01-06,Negotiation,1010,Workshop,1,3.0,8195.25,1,01-2024,Fleet Owner,20,North,>200,186,Yes,In-app Portal,Manager,Local Distributor,89000.0,Body,Ad-hoc,1,1,Slow Delivery,Maybe,2,Net-15,Undecided,5,21,95000.0,Company Website,5
f0b5156b-b82c-4074-afd5-dea589d7fd6c,Flynn Group,East,Filters,34.0,1381.45,Referral,2024-03-05,2024-03-17,Closed Lost,1015,Workshop,0,,46969.3,12,03-2024,Parts Reseller,9,South,51-200,0,Yes,Email,Procurement Officer,Local Distributor,87000.0,Suspension,Monthly,5,1,Slow Delivery,Maybe,4,Cash-on-Delivery,Yes,19,14,102000.0,Company Website,4
3270e4fa-abae-4f43-bcae-8081bdf070aa,Donaldson and Sons,North,Suspension,17.0,197.62,Trade Fair,2024-01-27,2024-02-25,Negotiation,1015,Fleet Owner,0,,3359.54,29,01-2024,Workshop,10,West,>200,0,Yes,In-app Portal,Manager,Local Distributor,35000.0,Body,Bi-weekly,3,5,Stock-outs,Yes,1,Net-30,Undecided,8,9,33000.0,Referral,3
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Adams-Clayton,South,Transmission,38.0,783.64,Referral,2024-04-28,2024-04-30,Closed Won,1001,Workshop,1,4.0,29778.32,2,04-2024,Workshop,8,West,<10,0,Yes,Phone,Manager,Local Distributor,35000.0,Other,Weekly,4,2,Stock-outs,Yes,5,Cash-on-Delivery,No,0,11,32000.0,Cold Call,2
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,Kelley-Anderson,South,Engine,8.0,370.24,Referral,2024-04-26,2024-05-02,Quoted,1020,Fleet Owner,1,13.0,2961.92,6,04-2024,Fleet Owner,14,West,>200,109,No,Phone,Owner,Local Distributor,75000.0,Other,Ad-hoc,1,1,Warranty Issues,Yes,3,Net-15,No,0,17,73000.0,LinkedIn,6
1fe771d6-d917-4793-a9d3-c2e6505cc686,Kramer-Shannon,East,Filters,32.0,106.45,Cold Call,2024-03-26,2024-04-24,Closed Won,1004,Reseller,1,4.0,3406.4,29,03-2024,Workshop,18,South,11-50,0,Yes,In-app Portal,Manager,Online Marketplace,19000.0,Brakes,Monthly,2,2,Price Volatility,Yes,3,Pre-paid,Yes,31,23,22000.0,Company Website,3
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Williams Ltd,South,Engine,99.0,102.23,Trade Fair,2024-04-22,2024-05-08,Negotiation,1015,Workshop,1,6.0,10120.77,16,04-2024,OEM Dealer,11,East,51-200,0,Yes,Email,Owner,Local Distributor,159000.0,Filters,Ad-hoc,3,1,Slow Delivery,Maybe,3,Net-15,Yes,33,12,208000.0,Cold Call,2
5380b904-688c-4015-aab9-7e494f2d4796,Smith-Noble,North,Steering,63.0,304.07,Referral,2024-02-20,2024-03-02,Inquiry,1004,Fleet Owner,0,,19156.41,11,02-2024,Workshop,13,Central,>200,0,Yes,Phone,Procurement Officer,Online Marketplace,34000.0,Suspension,Bi-weekly,2,3,Slow Delivery,Yes,1,Financing,Yes,37,9,31000.0,Trade Fair,3
8dedf9fb-4bb0-4f20-b27c-40266703b636,Alexander Inc,South,Cooling,31.0,1306.82,Website,2024-02-05,2024-03-01,Inquiry,1020,Reseller,0,,40511.42,25,02-2024,Workshop,9,South,11-50,0,No,In-app Portal,Technician,Local Distributor,32000.0,Body,Weekly,4,3,Slow Delivery,Yes,2,Net-30,Yes,50,19,34000.0,Referral,8
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Harris-Barker,North,Electrical,73.0,459.59,Trade Fair,2024-01-07,2024-01-27,Closed Won,1014,Reseller,0,,33550.07,20,01-2024,Fleet Owner,7,East,<10,171,No,Phone,Technician,Direct Import,63000.0,Suspension,Bi-weekly,5,2,Quality Variance,Yes,4,Pre-paid,Yes,46,13,83000.0,Cold Call,6
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Khan LLC,North,Filters,29.0,1428.17,Trade Fair,2024-06-18,2024-06-22,Closed Won,1017,Reseller,1,14.0,41416.93,4,06-2024,Workshop,20,East,11-50,0,Yes,Email,Manager,OEM,38000.0,Electrical,Monthly,2,4,Slow Delivery,No,5,Financing,Yes,22,10,48000.0,Cold Call,5
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Baxter LLC,South,Transmission,7.0,893.35,Trade Fair,2024-02-06,2024-02-28,Negotiation,1010,Fleet Owner,1,3.0,6253.45,22,02-2024,Workshop,25,West,11-50,0,Yes,Phone,Technician,OEM,58000.0,Brakes,Weekly,4,3,Warranty Issues,Yes,5,Financing,Yes,50,11,70000.0,Company Website,6
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,Pena LLC,East,Steering,72.0,683.09,Cold Call,2024-04-18,2024-05-02,Quoted,1014,Workshop,0,,49182.48,14,04-2024,Parts Reseller,9,North,>200,0,Yes,Phone,Technician,OEM,107000.0,Body,Weekly,5,5,Slow Delivery,No,3,Net-30,No,0,13,108000.0,Company Website,6
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Watson Ltd,West,Electrical,29.0,891.13,Website,2024-02-28,2024-03-13,Closed Won,1013,Workshop,0,,25842.77,14,02-2024,Fleet Owner,26,East,>200,169,No,In-app Portal,Manager,Local Distributor,53000.0,Electrical,Ad-hoc,5,4,Price Volatility,No,2,Cash-on-Delivery,Yes,11,3,49000.0,Referral,5
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,Williams Ltd,South,Brakes,24.0,799.21,Trade Fair,2024-03-09,2024-03-26,Inquiry,1001,Fleet Owner,0,,19181.04,17,03-2024,Workshop,18,North-East,51-200,0,Yes,In-app Portal,Technician,Local Distributor,36000.0,Electrical,Monthly,1,1,Stock-outs,Maybe,3,Pre-paid,Yes,49,1,45000.0,Referral,9
7118e364-7709-4749-927e-ecfaa79ac9aa,Barber-Fischer,North,Transmission,38.0,1150.23,Referral,2024-03-31,2024-04-10,Negotiation,1016,Workshop,0,,43708.74,10,03-2024,Workshop,6,East,>200,0,Yes,Phone,Manager,Online Marketplace,30000.0,Body,Bi-weekly,1,2,Stock-outs,Yes,3,Net-30,Undecided,5,17,35000.0,Cold Call,8
82dc4c8e-36b5-429a-acf5-e81e71316269,Rios-Padilla,North,Suspension,30.0,459.62,Referral,2024-01-17,2024-02-01,Inquiry,1009,Fleet Owner,0,,13788.6,15,01-2024,Fleet Owner,11,Central,11-50,153,No,Phone,Technician,Local Distributor,112000.0,Other,Monthly,5,4,Stock-outs,Yes,2,Financing,No,0,4,94000.0,LinkedIn,2
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Lewis Inc,South,Brakes,9.0,561.92,Cold Call,2024-06-29,2024-07-29,Inquiry,1018,Workshop,1,9.0,5057.28,30,06-2024,OEM Dealer,1,North-East,11-50,0,No,Email,Manager,OEM,129000.0,Brakes,Monthly,5,3,Stock-outs,Yes,2,Net-30,Undecided,16,13,171000.0,Company Website,9
a8aa7158-2b70-4525-bc67-f831cbc84759,Wheeler PLC,East,Steering,65.0,1346.44,Referral,2024-05-26,2024-06-09,Quoted,1010,Reseller,1,12.0,87518.6,14,05-2024,Parts Reseller,2,South,>200,0,Yes,Phone,Manager,Local Distributor,59000.0,Engine,Weekly,2,4,Stock-outs,Maybe,5,Pre-paid,No,0,20,54000.0,Referral,2
a9f25336-83f4-49a9-88a6-39d015b52908,"Wallace, Smith and Cooper",East,Brakes,96.0,1422.36,Trade Fair,2024-01-04,2024-01-06,Quoted,1017,Workshop,0,,136546.56,2,01-2024,Workshop,11,West,51-200,0,Yes,Email,Owner,Direct Import,41000.0,Electrical,Bi-weekly,3,2,Slow Delivery,Maybe,2,Cash-on-Delivery,Yes,15,5,37000.0,Referral,1
17e8392a-55ce-45db-9e87-e04ca2086977,Mcneil Group,North,Suspension,97.0,1344.21,Referral,2024-04-08,2024-04-28,Inquiry,1017,Fleet Owner,1,8.0,130388.37000000001,20,04-2024,Workshop,14,West,51-200,0,Yes,In-app Portal,Technician,OEM,35000.0,Body,Bi-weekly,3,1,Price Volatility,No,1,Cash-on-Delivery,Undecided,12,9,38000.0,LinkedIn,5
3c20592f-c04a-46c4-b3b6-3fe1d1843324,"Anderson, Jones and Reyes",North,Filters,13.0,658.2,Trade Fair,2024-01-11,2024-02-02,Quoted,1000,Fleet Owner,1,3.0,8556.6,22,01-2024,Workshop,24,North-East,11-50,0,Yes,In-app Portal,Manager,OEM,56000.0,Engine,Weekly,4,4,Slow Delivery,Yes,4,Cash-on-Delivery,Undecided,17,25,55000.0,Referral,4
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,"Shaffer, Garcia and Richardson",East,Brakes,54.0,1181.53,Referral,2024-04-27,2024-04-29,Negotiation,1006,Reseller,1,8.0,63802.619999999995,2,04-2024,Workshop,5,North,51-200,0,Yes,Phone,Technician,OEM,45000.0,Brakes,Weekly,4,4,Slow Delivery,Yes,4,Cash-on-Delivery,No,0,0,45000.0,Trade Fair,8
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,Taylor-Ayala,West,Cooling,10.0,740.69,Website,2024-02-19,2024-03-08,Negotiation,1018,Fleet Owner,0,,7406.900000000001,18,02-2024,Parts Reseller,26,South,>200,0,No,Phone,Owner,Local Distributor,82000.0,Body,Bi-weekly,2,4,Warranty Issues,No,2,Pre-paid,No,0,19,78000.0,Cold Call,7
9c7c7377-79a2-4903-bbe3-3b243eae0032,May Ltd,South,Transmission,87.0,771.43,Cold Call,2024-05-13,2024-05-21,Quoted,1010,Workshop,1,4.0,67114.40999999999,8,05-2024,Workshop,8,Central,11-50,0,No,Email,Procurement Officer,OEM,13000.0,Other,Monthly,5,3,Price Volatility,Yes,4,Pre-paid,Yes,14,4,14000.0,Company Website,1
74962764-12a4-4ef0-84bb-b7a9d98868dd,Jones PLC,North,Electrical,64.0,346.79,Cold Call,2024-05-15,2024-05-25,Closed Lost,1011,Workshop,1,13.0,22194.56,10,05-2024,Parts Reseller,5,South,<10,0,Yes,Phone,Manager,Local Distributor,69000.0,Engine,Monthly,1,1,Stock-outs,No,5,Cash-on-Delivery,Yes,14,23,91000.0,Cold Call,5
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,Bishop and Sons,North,Brakes,48.0,907.14,Website,2024-01-14,2024-02-05,Inquiry,1002,Reseller,1,7.0,43542.72,22,01-2024,Parts Reseller,21,East,<10,0,Yes,Email,Manager,Local Distributor,106000.0,Filters,Ad-hoc,1,4,Warranty Issues,Maybe,5,Financing,Undecided,14,10,122000.0,Cold Call,8
624c69b6-b244-45a7-b7e5-848131c681ec,Bell-Lewis,East,Transmission,15.0,319.9,Website,2024-03-05,2024-03-06,Negotiation,1004,Fleet Owner,0,,4798.5,1,03-2024,Parts Reseller,24,South,<10,0,Yes,WhatsApp,Owner,Local Distributor,93000.0,Brakes,Bi-weekly,5,4,Quality Variance,Yes,4,Pre-paid,No,0,0,77000.0,Referral,8
25c73c44-3e75-43b4-a64f-a6637e8f8095,"Hernandez, Jenkins and Parks",South,Engine,70.0,530.77,Cold Call,2024-04-21,2024-04-24,Inquiry,1008,Reseller,0,,37153.9,3,04-2024,Workshop,19,North-East,11-50,0,Yes,Email,Owner,Local Distributor,22000.0,Engine,Monthly,1,4,Quality Variance,Yes,3,Net-30,Yes,15,18,25000.0,Cold Call,6
e4855aa1-016b-4287-b008-05cca7f36ae9,Miller Inc,East,Transmission,51.0,1289.79,Website,2024-03-29,2024-04-01,Inquiry,1000,Workshop,1,5.0,65779.29,3,03-2024,Fleet Owner,4,Central,51-200,302,No,Phone,Manager,OEM,83000.0,Electrical,Ad-hoc,5,1,Price Volatility,Yes,1,Net-30,Yes,28,3,100000.0,Cold Call,7
e2add909-c521-4f2d-9c45-d539c03f3538,Goodwin PLC,South,Electrical,77.0,350.26,Trade Fair,2024-05-21,2024-06-01,Negotiation,1010,Reseller,0,,26970.02,11,05-2024,Fleet Owner,4,South,>200,245,Yes,In-app Portal,Manager,Direct Import,63000.0,Electrical,Monthly,2,4,Slow Delivery,Yes,3,Net-15,Yes,36,9,70000.0,Company Website,6
3805f907-6cd6-4193-8746-8f591b494e15,"Cruz, Richmond and Edwards",South,Transmission,89.0,153.18,Referral,2024-01-03,2024-01-23,Negotiation,1012,Fleet Owner,1,8.0,13633.02,20,01-2024,Fleet Owner,12,East,<10,200,Yes,Email,Technician,Local Distributor,128000.0,Body,Ad-hoc,2,4,Stock-outs,No,5,Cash-on-Delivery,Yes,40,13,142000.0,LinkedIn,3
b227462c-f53d-4330-8dda-24ba2d06e8cf,Wright Ltd,South,Suspension,92.0,150.06,Cold Call,2024-04-27,2024-05-13,Closed Lost,1020,Reseller,1,15.0,13805.52,16,04-2024,Workshop,14,South,>200,0,Yes,Phone,Manager,Local Distributor,42000.0,Filters,Weekly,1,5,Warranty Issues,Yes,5,Financing,Yes,10,19,48000.0,Referral,6
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Wright PLC,North,Steering,90.0,1414.14,Website,2024-06-03,2024-06-30,Negotiation,1017,Fleet Owner,0,,127272.6,27,06-2024,Workshop,30,West,51-200,0,Yes,WhatsApp,Owner,OEM,32000.0,Engine,Ad-hoc,5,3,Stock-outs,Yes,4,Financing,Undecided,20,10,30000.0,Cold Call,7
1f115b76-d92c-4227-aadf-50853fcb7546,"Griffith, Mitchell and Pugh",West,Electrical,7.0,785.03,Trade Fair,2024-01-31,2024-02-27,Closed Lost,1005,Fleet Owner,0,,5495.21,27,01-2024,OEM Dealer,9,West,<10,0,Yes,Phone,Manager,Local Distributor,121000.0,Electrical,Monthly,2,4,Price Volatility,Yes,5,Pre-paid,Yes,22,22,108000.0,Referral,1
76f2dbfe-cd29-436f-a222-82e174daaebf,Abbott Ltd,East,Steering,80.0,643.65,Cold Call,2024-05-05,2024-05-18,Inquiry,1018,Workshop,0,,51492.0,13,05-2024,Workshop,6,Central,11-50,0,No,WhatsApp,Procurement Officer,Online Marketplace,14000.0,Other,Monthly,1,3,Quality Variance,Yes,3,Net-30,Yes,15,12,16000.0,LinkedIn,7
8f15ba58-fce6-4504-87f8-424daae65fc1,Harris-Lawson,West,Filters,96.0,1225.77,Website,2024-04-07,2024-04-14,Inquiry,1019,Workshop,0,,117673.92,7,04-2024,Workshop,29,North,11-50,0,No,WhatsApp,Manager,OEM,29000.0,Filters,Weekly,3,4,Quality Variance,No,1,Financing,Yes,15,8,27000.0,LinkedIn,3
c1581092-f335-4ba3-913a-7052986f9025,Adkins LLC,East,Steering,34.0,1261.95,Cold Call,2024-03-18,2024-04-05,Inquiry,1012,Workshop,1,5.0,42906.3,18,03-2024,Parts Reseller,5,South,>200,0,Yes,Phone,Technician,OEM,71000.0,Other,Monthly,1,4,Quality Variance,No,3,Net-15,No,0,8,58000.0,Company Website,1
d0a44432-9cd6-4852-b14c-7df4e4347d51,"Brown, Hurst and Blevins",South,Engine,94.0,531.68,Website,2024-02-12,2024-02-16,Inquiry,1005,Fleet Owner,1,9.0,49977.92,4,02-2024,Parts Reseller,1,East,>200,0,No,Email,Manager,OEM,85000.0,Filters,Ad-hoc,4,4,Warranty Issues,Yes,2,Financing,No,0,20,63000.0,Trade Fair,8
6d3ee1dc-8139-4443-a45b-712eb8225688,Cruz-Allen,North,Suspension,25.0,1055.75,Cold Call,2024-04-02,2024-04-12,Negotiation,1019,Reseller,1,8.0,26393.75,10,04-2024,OEM Dealer,13,West,>200,0,Yes,Email,Procurement Officer,Local Distributor,62000.0,Suspension,Monthly,1,5,Stock-outs,Yes,5,Net-30,No,0,17,47000.0,LinkedIn,4
722764e6-8c41-461b-a827-a1b9d4a02e53,"Wheeler, Rice and Levine",West,Filters,32.0,1168.13,Trade Fair,2024-04-18,2024-05-13,Closed Won,1003,Fleet Owner,1,5.0,37380.16,25,04-2024,Workshop,13,West,51-200,0,No,Phone,Owner,Direct Import,36000.0,Body,Weekly,3,1,Stock-outs,Yes,4,Net-30,Undecided,17,3,39000.0,Cold Call,5
dc8aee30-be60-43f7-a8be-9288e5af6e39,Peck-Anderson,North,Transmission,94.0,999.24,Trade Fair,2024-06-21,2024-06-23,Inquiry,1009,Workshop,1,9.0,93928.56,2,06-2024,OEM Dealer,19,North,11-50,0,Yes,Phone,Owner,Local Distributor,150000.0,Body,Bi-weekly,2,4,Slow Delivery,Yes,3,Net-15,Undecided,7,19,154000.0,Cold Call,7
c074718e-425a-409f-b337-c59979844388,"Fisher, Payne and Thompson",East,Electrical,66.0,778.82,Referral,2024-03-25,2024-04-08,Closed Lost,1010,Workshop,0,,51402.12,14,03-2024,Workshop,27,South,11-50,0,Yes,Phone,Technician,Local Distributor,25000.0,Other,Monthly,1,4,Price Volatility,Yes,2,Financing,Undecided,6,10,26000.0,Referral,6
46fde062-a33d-47af-9701-410d3f4b1a70,Best-Townsend,North,Engine,37.0,1320.03,Cold Call,2024-03-10,2024-03-31,Closed Lost,1001,Reseller,1,3.0,48841.11,21,03-2024,Parts Reseller,28,Central,>200,0,No,Email,Manager,Online Marketplace,74000.0,Electrical,Ad-hoc,1,3,Warranty Issues,Maybe,1,Net-30,Undecided,19,9,67000.0,Company Website,7
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,Matthews Inc,North,Suspension,89.0,831.69,Referral,2024-05-07,2024-05-28,Quoted,1008,Workshop,0,,74020.41,21,05-2024,Parts Reseller,9,North,<10,0,Yes,WhatsApp,Manager,Online Marketplace,71000.0,Electrical,Bi-weekly,3,3,Stock-outs,Yes,1,Net-30,Yes,40,2,76000.0,Referral,10
709b7d97-464c-44af-bd3f-3799a07295e9,Lewis-Livingston,West,Filters,39.0,459.59,Cold Call,2024-02-03,2024-02-22,Inquiry,1013,Workshop,0,,17924.01,19,02-2024,Workshop,30,South,11-50,0,Yes,Phone,Procurement Officer,OEM,57000.0,Engine,Ad-hoc,2,4,Stock-outs,Yes,2,Net-30,No,0,25,53000.0,LinkedIn,7
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Hunter-Fuller,South,Filters,56.0,666.58,Website,2024-02-20,2024-02-25,Inquiry,1002,Workshop,0,,37328.48,5,02-2024,Workshop,19,North-East,<10,0,Yes,Phone,Owner,OEM,38000.0,Engine,Ad-hoc,1,3,Price Volatility,Yes,2,Pre-paid,Yes,36,1,43000.0,Referral,1
e49d681d-51d8-4c64-95fa-1ab8458f1f19,"Wang, Henderson and Morales",North,Engine,38.0,104.48,Website,2024-03-17,2024-04-05,Inquiry,1015,Reseller,1,6.0,3970.2400000000002,19,03-2024,Workshop,3,North,11-50,0,Yes,In-app Portal,Procurement Officer,Local Distributor,38000.0,Engine,Bi-weekly,1,3,Stock-outs,No,2,Cash-on-Delivery,Undecided,9,25,43000.0,LinkedIn,3
269cd696-236c-4b87-94a0-bccb8a476a87,"Herrera, Jensen and Ramirez",South,Cooling,45.0,235.41,Referral,2024-05-06,2024-05-14,Inquiry,1007,Fleet Owner,1,11.0,10593.45,8,05-2024,OEM Dealer,29,East,11-50,0,Yes,WhatsApp,Manager,Online Marketplace,146000.0,Brakes,Weekly,5,5,Quality Variance,Yes,5,Net-15,Yes,18,1,184000.0,Referral,5
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,Miller-Mccall,East,Transmission,55.0,1160.04,Cold Call,2024-01-11,2024-01-20,Negotiation,1011,Workshop,1,6.0,63802.2,9,01-2024,Parts Reseller,5,South,<10,0,Yes,Email,Owner,Local Distributor,47000.0,Body,Ad-hoc,4,4,Slow Delivery,Maybe,4,Net-15,Yes,22,13,53000.0,Trade Fair,5
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,Herrera Group,North,Engine,51.0,50.02,Referral,2024-03-31,2024-04-21,Quoted,1014,Reseller,1,14.0,2551.02,21,03-2024,OEM Dealer,18,Central,11-50,0,No,WhatsApp,Manager,Local Distributor,113000.0,Brakes,Monthly,4,2,Warranty Issues,Yes,3,Cash-on-Delivery,Yes,47,2,106000.0,Company Website,4
7746d0ba-8ae8-405b-94b4-a48268586eba,"Walters, Davenport and Becker",West,Filters,86.0,654.02,Trade Fair,2024-04-10,2024-05-09,Quoted,1009,Workshop,0,,56245.72,29,04-2024,Fleet Owner,24,East,>200,62,Yes,Phone,Manager,Online Marketplace,80000.0,Electrical,Ad-hoc,5,5,Slow Delivery,Maybe,1,Pre-paid,No,0,12,67000.0,Trade Fair,2
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Collins Group,East,Brakes,62.0,807.64,Referral,2024-06-16,2024-07-08,Closed Lost,1006,Reseller,1,10.0,50073.68,22,06-2024,Parts Reseller,8,Central,51-200,0,Yes,WhatsApp,Owner,OEM,68000.0,Electrical,Ad-hoc,1,2,Stock-outs,No,5,Cash-on-Delivery,No,0,21,61000.0,Cold Call,2
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,"Ashley, Allen and Sanchez",East,Suspension,79.0,129.22,Referral,2024-04-21,2024-04-25,Closed Won,1016,Workshop,1,9.0,10208.38,4,04-2024,Fleet Owner,9,North,>200,237,Yes,Phone,Procurement Officer,Local Distributor,109000.0,Engine,Bi-weekly,4,1,Warranty Issues,Yes,4,Net-30,Yes,33,15,116000.0,Company Website,2
05000bc6-b20d-4b6e-b231-1f1795863a76,Wilson-Salazar,West,Engine,61.0,1460.96,Website,2024-04-01,2024-04-21,Closed Lost,1009,Reseller,0,,89118.56,20,04-2024,Workshop,15,West,>200,0,No,Email,Procurement Officer,OEM,46000.0,Electrical,Weekly,4,5,Price Volatility,Yes,3,Cash-on-Delivery,No,0,14,37000.0,Trade Fair,10
9360715f-c3fe-4183-a172-b725db52ca58,Parker Ltd,North,Cooling,27.0,377.88,Referral,2024-01-21,2024-02-10,Inquiry,1005,Workshop,1,8.0,10202.76,20,01-2024,Workshop,27,East,>200,0,Yes,WhatsApp,Manager,Online Marketplace,33000.0,Filters,Ad-hoc,2,2,Stock-outs,Yes,3,Pre-paid,Yes,19,3,38000.0,Trade Fair,4
f1578470-0182-47c4-ba1b-58066160a6b4,"Yang, Wilson and Zimmerman",North,Filters,52.0,491.09,Cold Call,2024-02-02,2024-02-17,Quoted,1003,Fleet Owner,0,,25536.68,15,02-2024,Fleet Owner,7,South,11-50,86,Yes,WhatsApp,Technician,Local Distributor,93000.0,Brakes,Monthly,3,2,Stock-outs,Maybe,3,Cash-on-Delivery,Undecided,17,24,121000.0,Cold Call,10
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,"Smith, Crawford and Reed",East,Transmission,26.0,490.72,Website,2024-02-02,2024-02-15,Negotiation,1011,Workshop,0,,12758.720000000001,13,02-2024,Fleet Owner,20,South,>200,139,Yes,Phone,Procurement Officer,OEM,124000.0,Engine,Weekly,4,2,Quality Variance,Maybe,5,Net-15,Yes,48,9,136000.0,Trade Fair,4
d5f25073-f414-42b1-a442-9ebbda7b9095,"Logan, Le and Jackson",North,Steering,21.0,384.1,Referral,2024-05-06,2024-05-26,Inquiry,1001,Reseller,0,,8066.1,20,05-2024,Workshop,14,North,>200,0,No,In-app Portal,Technician,OEM,32000.0,Brakes,Monthly,4,3,Stock-outs,Yes,4,Financing,Yes,18,13,37000.0,Cold Call,4
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,Brady LLC,South,Filters,73.0,52.14,Trade Fair,2024-02-02,2024-03-01,Inquiry,1006,Workshop,1,4.0,3806.2200000000003,28,02-2024,Parts Reseller,4,North-East,>200,0,No,Phone,Owner,Online Marketplace,73000.0,Other,Weekly,2,1,Warranty Issues,Yes,3,Net-15,No,0,23,57000.0,Cold Call,5
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,"Tanner, Wise and Johnson",West,Transmission,15.0,1107.55,Referral,2024-03-02,2024-03-17,Closed Won,1002,Fleet Owner,1,10.0,16613.25,15,03-2024,Parts Reseller,22,East,11-50,0,Yes,Email,Technician,Online Marketplace,67000.0,Other,Bi-weekly,4,1,Stock-outs,Yes,4,Pre-paid,No,0,16,68000.0,Referral,10
45df16b6-382c-443f-bcfc-9b793875394c,Nelson-Brown,South,Engine,98.0,1451.93,Referral,2024-05-05,2024-05-12,Closed Won,1014,Workshop,0,,142289.14,7,05-2024,Fleet Owner,25,West,<10,178,No,In-app Portal,Manager,Local Distributor,89000.0,Electrical,Bi-weekly,4,2,Stock-outs,Yes,5,Net-30,Undecided,15,19,102000.0,Trade Fair,6
638c254c-076e-4bba-bc53-08bf6f92f25e,"Proctor, Burton and Crawford",North,Transmission,19.0,375.23,Referral,2024-06-03,2024-07-02,Negotiation,1016,Reseller,1,9.0,7129.370000000001,29,06-2024,Parts Reseller,18,East,51-200,0,Yes,Email,Procurement Officer,OEM,41000.0,Brakes,Bi-weekly,1,2,Slow Delivery,No,2,Pre-paid,No,0,4,40000.0,LinkedIn,1
cc530e36-addc-4e13-ab3b-4d37560c95ee,"Ward, Porter and Bradley",East,Electrical,95.0,1011.42,Website,2024-06-22,2024-07-17,Negotiation,1000,Reseller,0,,96084.9,25,06-2024,Workshop,6,West,>200,0,Yes,Email,Technician,Direct Import,54000.0,Filters,Monthly,3,1,Quality Variance,Yes,5,Net-15,Undecided,16,11,64000.0,Referral,3
d72b6108-2a40-4f12-b963-f37f67814c1f,Moore-Ayala,West,Electrical,39.0,1125.75,Cold Call,2024-06-18,2024-07-06,Negotiation,1015,Fleet Owner,0,,43904.25,18,06-2024,Workshop,5,West,>200,0,Yes,In-app Portal,Manager,Online Marketplace,32000.0,Body,Ad-hoc,3,5,Quality Variance,Yes,4,Cash-on-Delivery,Yes,21,14,35000.0,Company Website,10
fb10987f-20ac-4703-ab67-146a77a6e17c,"Craig, Wilson and Yang",North,Electrical,37.0,1280.22,Trade Fair,2024-06-11,2024-06-30,Inquiry,1016,Reseller,0,,47368.14,19,06-2024,Workshop,13,South,51-200,0,Yes,Phone,Manager,Local Distributor,50000.0,Other,Bi-weekly,2,3,Warranty Issues,Maybe,1,Net-30,Yes,38,4,56000.0,Cold Call,2
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,Williams Inc,North,Cooling,88.0,662.81,Referral,2024-05-26,2024-06-02,Quoted,1004,Workshop,1,13.0,58327.28,7,05-2024,Parts Reseller,16,West,<10,0,Yes,In-app Portal,Owner,Local Distributor,59000.0,Engine,Monthly,1,1,Quality Variance,No,5,Cash-on-Delivery,Undecided,9,10,73000.0,LinkedIn,9
a9ba5a27-907b-4e36-9786-48f864de82e6,Williams LLC,East,Cooling,20.0,489.25,Cold Call,2024-05-18,2024-05-31,Inquiry,1006,Workshop,1,7.0,9785.0,13,05-2024,Fleet Owner,17,North,11-50,73,Yes,Email,Procurement Officer,Direct Import,76000.0,Body,Ad-hoc,1,1,Price Volatility,No,4,Financing,Yes,31,21,93000.0,Cold Call,10
